snapshot_date,member_id,total_visits,last_visit_date,segment
2026-02-07,M00355,3,2026-01-12,Approaching Threshold
2026-02-07,M00356,0,,Ghost
2026-02-07,M00357,0,,Ghost
2026-02-07,M00359,1,2025-12-19,One-and-Done
2026-02-07,M00360,0,,Ghost
2026-02-07,M00361,2,2026-01-27,Approaching Threshold
2026-02-07,M00362,0,,New Member
2026-02-07,M00363,2,2026-01-29,Approaching Threshold
2026-02-07,M00366,0,,Ghost
2026-02-07,M00367,1,2025-12-03,One-and-Done
2026-02-07,M00369,2,2026-01-16,Approaching Threshold
2026-02-07,M00370,1,2025-12-15,One-and-Done
2026-02-07,M00374,1,2026-01-01,New Member
2026-02-07,M00375,5,2025-12-22,In the Zone
2026-02-07,M00376,0,,Ghost
2026-02-07,M00377,1,2025-12-21,One-and-Done
2026-02-07,M00378,1,2025-12-14,One-and-Done
2026-02-07,M00379,1,2025-12-09,One-and-Done
2026-02-07,M00380,0,,Ghost
2026-02-07,M00381,1,2025-06-26,One-and-Done
2026-02-07,M00383,1,2026-01-07,New Member
2026-02-07,M00384,0,,Ghost
2026-02-07,M00385,0,,Ghost
2026-02-07,M00387,0,,Ghost
2026-02-07,M00388,0,,Ghost
2026-02-07,M00389,0,,Ghost
2026-02-07,M00390,2,2025-12-07,Approaching Threshold
2026-02-07,M00391,0,,Ghost
2026-02-07,M00392,0,,Ghost
2026-02-07,M00393,2,2025-12-30,Approaching Threshold
2026-02-07,M00394,0,,Ghost
2026-02-07,M00396,0,,Ghost
2026-02-07,M00397,0,,Ghost
2026-02-07,M00399,6,2025-12-23,In the Zone
2026-02-07,M00400,4,2025-11-19,In the Zone
2026-02-07,M00401,2,2026-01-22,Approaching Threshold
2026-02-07,M00402,3,2025-12-03,Approaching Threshold
2026-02-07,M00403,0,,Ghost
2026-02-07,M00404,0,,Ghost
2026-02-07,M00405,3,2025-12-23,Approaching Threshold
2026-02-07,M00406,0,,Ghost
2026-02-07,M00408,3,2026-01-16,Approaching Threshold
2026-02-07,M00410,8,2026-01-13,In the Zone
2026-02-07,M00411,0,,Ghost
2026-02-07,M00412,0,,Ghost
2026-02-07,M00413,1,2025-09-24,One-and-Done
2026-02-07,M00414,0,,Ghost
2026-02-07,M00415,1,2025-10-13,One-and-Done
2026-02-07,M00417,3,2025-10-27,Approaching Threshold
2026-02-07,M00418,5,2026-01-28,In the Zone
2026-02-07,M00419,0,,Ghost
2026-02-07,M00420,0,,Ghost
2026-02-07,M00421,3,2026-01-22,Approaching Threshold
2026-02-07,M00423,0,,Ghost
2026-02-07,M00424,0,,Ghost
2026-02-07,M00425,0,,New Member
2026-02-07,M00426,3,2025-12-20,Approaching Threshold
2026-02-07,M00427,0,,New Member
2026-02-07,M00428,0,,Ghost
2026-02-07,M00429,1,2025-08-31,One-and-Done
2026-02-07,M00430,0,,Ghost
2026-02-07,M00432,4,2026-01-07,In the Zone
2026-02-07,M00433,0,,New Member
2026-02-07,M00435,0,,New Member
2026-02-07,M00437,1,2026-01-28,New Member
2026-02-07,M00438,8,2025-12-23,In the Zone
2026-02-07,M00439,3,2025-12-17,Approaching Threshold
2026-02-07,M00440,0,,Ghost
2026-02-07,M00442,1,2025-06-21,One-and-Done
2026-02-07,M00443,0,,Ghost
2026-02-07,M00445,0,,Ghost
2026-02-07,M00446,1,2026-01-03,New Member
2026-02-07,M00447,1,2025-10-24,One-and-Done
2026-02-07,M00449,8,2026-01-04,In the Zone
2026-02-07,M00450,0,,Ghost
2026-02-07,M00452,0,,Ghost
2026-02-07,M00453,8,2025-12-06,In the Zone
2026-02-07,M00454,0,,Ghost
2026-02-07,M00455,0,,Ghost
2026-02-07,M00456,7,2026-01-17,In the Zone
2026-02-07,M00457,2,2025-12-27,Approaching Threshold
2026-02-07,M00458,1,2025-10-19,One-and-Done
2026-02-07,M00460,1,2026-01-05,New Member
2026-02-07,M00461,4,2025-12-01,In the Zone
2026-02-07,M00462,1,2025-12-15,One-and-Done
2026-02-07,M00463,3,2026-01-07,Approaching Threshold
2026-02-07,M00464,1,2025-12-01,One-and-Done
2026-02-07,M00465,0,,Ghost
2026-02-07,M00466,5,2026-02-05,In the Zone
2026-02-07,M00467,1,2025-09-20,One-and-Done
2026-02-07,M00470,7,2026-02-04,In the Zone
2026-02-07,M00471,13,2026-02-07,Power User
2026-02-07,M00472,10,2026-02-05,In the Zone
2026-02-07,M00473,5,2026-01-31,In the Zone
2026-02-07,M00475,4,2026-01-03,In the Zone
2026-02-07,M00476,4,2025-11-28,In the Zone
2026-02-07,M00477,0,,New Member
2026-02-07,M00479,2,2026-01-09,Approaching Threshold
2026-02-07,M00480,2,2025-10-07,Approaching Threshold
2026-02-07,M00481,1,2025-07-04,One-and-Done
2026-02-07,M00482,4,2026-02-06,In the Zone
2026-02-07,M00483,1,2025-06-08,One-and-Done
2026-02-07,M00484,2,2026-01-02,Approaching Threshold
2026-02-07,M00485,0,,Ghost
2026-02-07,M00486,5,2026-01-01,In the Zone
2026-02-07,M00489,9,2026-02-06,In the Zone
2026-02-07,M00490,0,,Ghost
2026-02-07,M00492,0,,New Member
2026-02-07,M00493,0,,Ghost
2026-02-07,M00494,3,2025-12-10,Approaching Threshold
2026-02-07,M00495,1,2025-11-10,One-and-Done
2026-02-07,M00496,0,,Ghost
2026-02-07,M00497,0,,Ghost
2026-02-07,M00498,0,,Ghost
2026-02-07,M00499,5,2025-11-19,In the Zone
2026-02-07,M00500,1,2025-10-02,One-and-Done
2026-02-07,M00502,1,2025-11-02,One-and-Done
2026-02-07,M00503,0,,Ghost
2026-02-07,M00504,6,2025-12-20,In the Zone
2026-02-07,M00505,0,,Ghost
2026-02-07,M00507,6,2026-01-13,In the Zone
2026-02-07,M00508,0,,Ghost
2026-02-07,M00510,0,,Ghost
2026-02-07,M00511,1,2025-11-06,One-and-Done
2026-02-07,M00512,2,2025-12-30,Approaching Threshold
2026-02-07,M00514,0,,Ghost
2026-02-07,M00515,0,,New Member
2026-02-07,M00517,0,,Ghost
2026-02-07,M00518,1,2025-07-04,One-and-Done
2026-02-07,M00519,1,2025-07-07,One-and-Done
2026-02-07,M00520,1,2025-07-21,One-and-Done
2026-02-07,M00521,1,2025-10-19,One-and-Done
2026-02-07,M00524,0,,Ghost
2026-02-07,M00525,0,,Ghost
2026-02-07,M00527,7,2026-01-15,In the Zone
2026-02-07,M00528,0,,Ghost
2026-02-07,M00531,2,2025-12-13,Approaching Threshold
2026-02-07,M00533,0,,Ghost
2026-02-07,M00534,2,2025-12-21,Approaching Threshold
2026-02-07,M00535,0,,Ghost
2026-02-07,M00536,0,,Ghost
2026-02-07,M00540,7,2026-01-09,In the Zone
2026-02-07,M00541,0,,New Member
2026-02-07,M00543,4,2025-11-28,In the Zone
2026-02-07,M00545,6,2026-01-19,In the Zone
2026-02-07,M00546,8,2025-12-09,In the Zone
2026-02-07,M00547,0,,Ghost
2026-02-07,M00548,1,2025-08-27,One-and-Done
2026-02-07,M00549,3,2026-01-13,Approaching Threshold
2026-02-07,M00550,1,2025-12-18,One-and-Done
2026-02-07,M00552,5,2025-12-01,In the Zone
2026-02-07,M00553,0,,Ghost
2026-02-07,M00554,0,,Ghost
2026-02-07,M00555,1,2026-01-01,New Member
2026-02-07,M00556,2,2025-11-06,Approaching Threshold
2026-02-07,M00557,1,2025-11-15,One-and-Done
2026-02-07,M00558,0,,Ghost
2026-02-07,M00559,3,2026-01-12,Approaching Threshold
2026-02-07,M00561,2,2026-01-10,Approaching Threshold
2026-02-07,M00562,0,,Ghost
2026-02-07,M00563,0,,Ghost
2026-02-07,M00564,0,,Ghost
2026-02-07,M00565,2,2026-01-20,Approaching Threshold
2026-02-07,M00566,5,2025-12-26,In the Zone
2026-02-07,M00567,3,2025-12-30,Approaching Threshold
2026-02-07,M00568,4,2026-02-06,In the Zone
2026-02-07,M00569,3,2025-12-09,Approaching Threshold
2026-02-07,M00570,0,,Ghost
2026-02-07,M00571,1,2026-02-05,New Member
2026-02-07,M00572,2,2025-12-31,Approaching Threshold
2026-02-07,M00573,1,2025-10-14,One-and-Done
2026-02-07,M00574,0,,New Member
2026-02-07,M00576,11,2026-01-31,Power User
2026-02-07,M00578,1,2025-11-23,One-and-Done
2026-02-07,M00579,1,2026-02-02,New Member
2026-02-07,M00580,1,2026-01-25,New Member
2026-02-07,M00581,2,2025-12-16,Approaching Threshold
2026-02-07,M00582,2,2025-07-01,Approaching Threshold
2026-02-07,M00583,5,2025-12-10,In the Zone
2026-02-07,M00584,0,,Ghost
2026-02-07,M00586,6,2026-02-04,In the Zone
2026-02-07,M00587,2,2025-12-21,Approaching Threshold
2026-02-07,M00588,2,2026-01-09,Approaching Threshold
2026-02-07,M00589,0,,Ghost
2026-02-07,M00590,2,2026-01-17,Approaching Threshold
2026-02-07,M00591,5,2026-01-29,In the Zone
2026-02-07,M00593,1,2025-09-09,One-and-Done
2026-02-07,M00594,5,2026-01-15,In the Zone
2026-02-07,M00595,1,2026-01-01,New Member
2026-02-07,M00596,1,2025-11-22,One-and-Done
2026-02-07,M00597,1,2025-06-27,One-and-Done
2026-02-07,M00598,1,2025-10-23,One-and-Done
2026-02-07,M00600,0,,Ghost
2026-02-07,M00601,0,,Ghost
2026-02-07,M00602,5,2025-09-06,In the Zone
2026-02-07,M00603,0,,Ghost
2026-02-07,M00604,0,,New Member
2026-02-07,M00605,2,2025-08-16,Approaching Threshold
2026-02-07,M00606,0,,Ghost
2026-02-07,M00607,3,2025-12-08,Approaching Threshold
2026-02-07,M00608,1,2025-12-09,One-and-Done
2026-02-07,M00611,0,,New Member
2026-02-07,M00612,0,,Ghost
2026-02-07,M00613,0,,Ghost
2026-02-07,M00614,0,,Ghost
2026-02-07,M00615,0,,Ghost
2026-02-07,M00616,0,,Ghost
2026-02-07,M00617,1,2025-10-01,One-and-Done
2026-02-07,M00618,1,2025-12-16,One-and-Done
2026-02-07,M00619,4,2026-01-31,In the Zone
2026-02-07,M00621,0,,Ghost
2026-02-07,M00622,1,2025-09-26,One-and-Done
2026-02-07,M00623,1,2025-07-27,One-and-Done
2026-02-07,M00624,2,2026-01-31,Approaching Threshold
2026-02-07,M00625,0,,Ghost
2026-02-07,M00626,0,,New Member
2026-02-07,M00628,0,,Ghost
2026-02-07,M00629,0,,Ghost
2026-02-07,M00630,0,,New Member
2026-02-07,M00631,1,2025-11-05,One-and-Done
2026-02-07,M00632,0,,Ghost
2026-02-07,M00633,0,,New Member
2026-02-07,M00634,7,2026-01-17,In the Zone
2026-02-07,M00635,1,2026-01-23,New Member
2026-02-07,M00636,0,,Ghost
2026-02-07,M00637,0,,Ghost
2026-02-07,M00638,0,,Ghost
2026-02-07,M00639,0,,Ghost
2026-02-07,M00640,6,2025-11-24,In the Zone
2026-02-07,M00641,0,,Ghost
2026-02-07,M00642,1,2025-11-13,One-and-Done
2026-02-07,M00643,1,2025-12-31,New Member
2026-02-07,M00644,0,,New Member
2026-02-07,M00645,0,,Ghost
2026-02-07,M00646,1,2025-09-07,One-and-Done
2026-02-07,M00647,1,2025-07-30,One-and-Done
2026-02-07,M00649,0,,Ghost
2026-02-07,M00650,0,,Ghost
2026-02-07,M00651,2,2025-12-04,Approaching Threshold
2026-02-07,M00652,2,2025-12-21,Approaching Threshold
2026-02-07,M00653,0,,Ghost
2026-02-07,M00654,0,,Ghost
2026-02-07,M00655,0,,New Member
2026-02-07,M00656,0,,Ghost
2026-02-07,M00657,0,,Ghost
2026-02-07,M00658,5,2026-01-27,In the Zone
2026-02-07,M00659,2,2025-11-24,Approaching Threshold
2026-02-07,M00660,0,,Ghost
2026-02-07,M00661,0,,Ghost
2026-02-07,M00662,0,,Ghost
2026-02-07,M00664,0,,Ghost
2026-02-07,M00665,0,,Ghost
2026-02-07,M00666,0,,New Member
2026-02-07,M00667,0,,Ghost
2026-02-07,M00668,7,2026-02-06,In the Zone
2026-02-07,M00670,8,2026-01-09,In the Zone
2026-02-07,M00671,1,2025-07-09,One-and-Done
2026-02-07,M00672,0,,Ghost
2026-02-07,M00673,7,2026-01-04,In the Zone
2026-02-07,M00675,2,2026-01-26,Approaching Threshold
2026-02-07,M00676,3,2026-01-15,Approaching Threshold
2026-02-07,M00677,8,2026-01-20,In the Zone
2026-02-07,M00678,6,2026-01-24,In the Zone
2026-02-07,M00679,1,2025-09-14,One-and-Done
2026-02-07,M00680,6,2025-11-18,In the Zone
2026-02-07,M00682,0,,New Member
2026-02-07,M00683,6,2026-01-08,In the Zone
2026-02-07,M00685,0,,New Member
2026-02-07,M00686,2,2026-01-16,Approaching Threshold
2026-02-07,M00688,4,2025-12-28,In the Zone
2026-02-07,M00689,0,,Ghost
2026-02-07,M00690,4,2025-10-31,In the Zone
2026-02-07,M00691,0,,Ghost
2026-02-07,M00692,1,2025-11-28,One-and-Done
2026-02-07,M00693,2,2026-01-03,Approaching Threshold
2026-02-07,M00694,7,2026-01-01,In the Zone
2026-02-07,M00695,1,2025-12-11,One-and-Done
2026-02-07,M00696,8,2025-12-13,In the Zone
2026-02-07,M00697,1,2026-01-02,New Member
2026-02-07,M00698,0,,Ghost
2026-02-07,M00699,2,2025-12-02,Approaching Threshold
2026-02-07,M00701,5,2025-12-13,In the Zone
2026-02-07,M00702,5,2026-01-10,In the Zone
2026-02-07,M00703,3,2026-01-18,Approaching Threshold
2026-02-07,M00704,1,2025-12-17,One-and-Done
2026-02-07,M00705,9,2026-01-21,In the Zone
2026-02-07,M00706,0,,Ghost
2026-02-07,M00707,1,2025-10-07,One-and-Done
2026-02-07,M00708,0,,New Member
2026-02-07,M00709,0,,Ghost
2026-02-07,M00710,0,,Ghost
2026-02-07,M00711,0,,New Member
2026-02-07,M00712,0,,Ghost
2026-02-07,M00713,0,,New Member
2026-02-07,M00714,0,,Ghost
2026-02-07,M00715,3,2025-11-11,Approaching Threshold
2026-02-07,M00717,4,2026-02-03,In the Zone
2026-02-07,M00718,0,,Ghost
2026-02-07,M00719,3,2025-09-06,Approaching Threshold
2026-02-07,M00720,2,2026-01-25,Approaching Threshold
2026-02-07,M00721,5,2026-01-25,In the Zone
2026-02-07,M00722,1,2026-02-03,New Member
2026-02-07,M00723,0,,Ghost
2026-02-07,M00724,2,2025-11-19,Approaching Threshold
2026-02-07,M00725,0,,New Member
2026-02-07,M00727,0,,Ghost
2026-02-07,M00728,2,2025-11-17,Approaching Threshold
2026-02-07,M00729,0,,Ghost
2026-02-07,M00730,2,2025-12-31,Approaching Threshold
2026-02-07,M00731,2,2026-01-18,Approaching Threshold
2026-02-07,M00733,3,2025-11-21,Approaching Threshold
2026-02-07,M00734,0,,Ghost
2026-02-07,M00735,2,2026-01-31,Approaching Threshold
2026-02-07,M00736,0,,Ghost
2026-02-07,M00737,6,2026-01-31,In the Zone
2026-02-07,M00738,3,2025-12-23,Approaching Threshold
2026-02-07,M00739,7,2026-02-02,In the Zone
2026-02-07,M00741,2,2026-01-24,Approaching Threshold
2026-02-07,M00742,2,2025-10-27,Approaching Threshold
2026-02-07,M00743,1,2026-02-02,New Member
2026-02-07,M00744,3,2025-11-26,Approaching Threshold
2026-02-07,M00745,6,2026-01-15,In the Zone
2026-02-07,M00746,1,2026-02-04,New Member
2026-02-07,M00747,0,,Ghost
2026-02-07,M00748,0,,Ghost
2026-02-07,M00749,0,,Ghost
2026-02-07,M00751,1,2026-01-10,New Member
2026-02-07,M00752,0,,Ghost
2026-02-07,M00753,0,,New Member
2026-02-07,M00754,1,2026-01-20,New Member
2026-02-07,M00756,3,2026-01-19,Approaching Threshold
2026-02-07,M00758,0,,Ghost
2026-02-07,M00759,3,2026-01-24,Approaching Threshold
2026-02-07,M00760,1,2026-01-13,New Member
2026-02-07,M00761,2,2026-01-03,Approaching Threshold
2026-02-07,M00763,4,2026-01-11,In the Zone
2026-02-07,M00764,2,2026-01-05,Approaching Threshold
2026-02-07,M00765,0,,Ghost
2026-02-07,M00766,1,2025-11-19,One-and-Done
2026-02-07,M00768,9,2026-02-01,In the Zone
2026-02-07,M00769,9,2025-12-21,In the Zone
2026-02-07,M00770,0,,Ghost
2026-02-07,M00771,0,,Ghost
2026-02-07,M00772,1,2025-10-18,One-and-Done
2026-02-07,M00774,1,2026-01-08,New Member
2026-02-07,M00775,0,,New Member
2026-02-07,M00776,0,,Ghost
2026-02-07,M00778,6,2026-02-06,In the Zone
2026-02-07,M00779,0,,Ghost
2026-02-07,M00780,5,2025-11-25,In the Zone
2026-02-07,M00781,0,,New Member
2026-02-07,M00782,1,2025-11-04,One-and-Done
2026-02-07,M00783,4,2026-01-16,In the Zone
2026-02-07,M00784,3,2026-01-08,Approaching Threshold
2026-02-07,M00786,0,,Ghost
2026-02-07,M00787,4,2026-01-10,In the Zone
2026-02-07,M00790,0,,Ghost
2026-02-07,M00791,1,2025-10-23,One-and-Done
2026-02-07,M00793,0,,Ghost
2026-02-07,M00794,0,,Ghost
2026-02-07,M00795,1,2025-08-31,One-and-Done
2026-02-07,M00799,1,2025-07-19,One-and-Done
2026-02-07,M00801,0,,Ghost
2026-02-07,M00803,1,2025-12-22,One-and-Done
2026-02-07,M00804,0,,Ghost
2026-02-07,M00805,4,2026-01-10,In the Zone
2026-02-07,M00806,0,,Ghost
2026-02-07,M00807,2,2026-02-04,Approaching Threshold
2026-02-07,M00809,3,2026-01-23,Approaching Threshold
2026-02-07,M00810,1,2025-12-25,New Member
2026-02-07,M00811,5,2026-01-22,In the Zone
2026-02-07,M00812,9,2026-01-23,In the Zone
2026-02-07,M00813,1,2025-10-04,One-and-Done
2026-02-07,M00814,0,,New Member
2026-02-07,M00815,0,,Ghost
2026-02-07,M00816,0,,Ghost
2026-02-07,M00818,0,,Ghost
2026-02-07,M00819,0,,Ghost
2026-02-07,M00820,0,,Ghost
2026-02-07,M00821,0,,Ghost
2026-02-07,M00822,0,,Ghost
2026-02-07,M00825,9,2026-01-18,In the Zone
2026-02-07,M00826,1,2025-08-09,One-and-Done
2026-02-07,M00827,1,2026-02-04,New Member
2026-02-07,M00828,1,2025-11-15,One-and-Done
2026-02-07,M00829,0,,Ghost
2026-02-07,M00830,0,,Ghost
2026-02-07,M00831,0,,Ghost
2026-02-07,M00832,4,2026-01-31,In the Zone
2026-02-07,M00833,1,2025-10-07,One-and-Done
2026-02-07,M00834,1,2025-08-21,One-and-Done
2026-02-07,M00835,1,2026-01-31,New Member
2026-02-07,M00836,1,2025-11-27,One-and-Done
2026-02-07,M00837,0,,Ghost
2026-02-07,M00838,1,2026-01-26,New Member
2026-02-07,M00840,2,2026-01-30,Approaching Threshold
2026-02-07,M00841,0,,Ghost
2026-02-07,M00842,0,,Ghost
2026-02-07,M00843,0,,Ghost
2026-02-07,M00844,1,2025-07-23,One-and-Done
2026-02-07,M00845,12,2026-01-27,Power User
2026-02-07,M00846,0,,Ghost
2026-02-07,M00847,3,2026-01-18,Approaching Threshold
2026-02-07,M00848,1,2025-05-30,One-and-Done
2026-02-07,M00849,1,2026-01-19,New Member
2026-02-07,M00850,7,2025-12-23,In the Zone
2026-02-14,M00003,0,,Ghost
2026-02-14,M00004,0,,Ghost
2026-02-14,M00005,0,,New Member
2026-02-14,M00006,3,2025-12-25,Approaching Threshold
2026-02-14,M00007,3,2026-01-07,Approaching Threshold
2026-02-14,M00009,0,,Ghost
2026-02-14,M00010,0,,Ghost
2026-02-14,M00011,0,,New Member
2026-02-14,M00012,2,2026-01-09,Approaching Threshold
2026-02-14,M00014,0,,New Member
2026-02-14,M00015,0,,Ghost
2026-02-14,M00016,1,2026-02-04,New Member
2026-02-14,M00018,1,2025-06-01,One-and-Done
2026-02-14,M00019,2,2026-01-09,Approaching Threshold
2026-02-14,M00020,0,,Ghost
2026-02-14,M00021,0,,Ghost
2026-02-14,M00022,1,2025-07-15,One-and-Done
2026-02-14,M00023,4,2026-01-26,In the Zone
2026-02-14,M00024,0,,Ghost
2026-02-14,M00025,0,,Ghost
2026-02-14,M00026,5,2026-01-01,In the Zone
2026-02-14,M00027,0,,Ghost
2026-02-14,M00028,0,,Ghost
2026-02-14,M00029,2,2025-12-22,Approaching Threshold
2026-02-14,M00030,6,2026-01-28,In the Zone
2026-02-14,M00031,3,2025-12-20,Approaching Threshold
2026-02-14,M00032,1,2026-01-31,New Member
2026-02-14,M00033,0,,Ghost
2026-02-14,M00034,1,2025-12-07,One-and-Done
2026-02-14,M00035,0,,New Member
2026-02-14,M00036,0,,New Member
2026-02-14,M00037,0,,Ghost
2026-02-14,M00040,3,2026-01-11,Approaching Threshold
2026-02-14,M00041,1,2026-01-27,New Member
2026-02-14,M00042,1,2025-10-31,One-and-Done
2026-02-14,M00043,0,,Ghost
2026-02-14,M00044,0,,Ghost
2026-02-14,M00045,1,2025-07-20,One-and-Done
2026-02-14,M00046,1,2025-06-13,One-and-Done
2026-02-14,M00047,4,2025-11-13,In the Zone
2026-02-14,M00048,6,2026-01-05,In the Zone
2026-02-14,M00049,0,,Ghost
2026-02-14,M00050,6,2026-01-06,In the Zone
2026-02-14,M00051,4,2026-01-29,In the Zone
2026-02-14,M00053,0,,Ghost
2026-02-14,M00054,0,,Ghost
2026-02-14,M00055,3,2026-02-09,Approaching Threshold
2026-02-14,M00056,3,2026-02-06,Approaching Threshold
2026-02-14,M00057,0,,Ghost
2026-02-14,M00059,0,,Ghost
2026-02-14,M00060,5,2026-02-03,In the Zone
2026-02-14,M00061,4,2026-02-07,In the Zone
2026-02-14,M00062,0,,Ghost
2026-02-14,M00063,2,2025-12-17,Approaching Threshold
2026-02-14,M00064,2,2025-12-31,Approaching Threshold
2026-02-14,M00065,4,2025-12-31,In the Zone
2026-02-14,M00066,0,,Ghost
2026-02-14,M00067,2,2025-12-29,Approaching Threshold
2026-02-14,M00068,1,2025-08-29,One-and-Done
2026-02-14,M00069,0,,Ghost
2026-02-14,M00070,0,,Ghost
2026-02-14,M00071,2,2026-01-23,Approaching Threshold
2026-02-14,M00072,1,2026-01-29,New Member
2026-02-14,M00073,0,,Ghost
2026-02-14,M00074,0,,Ghost
2026-02-14,M00075,7,2026-02-04,In the Zone
2026-02-14,M00076,5,2025-12-09,In the Zone
2026-02-14,M00079,0,,Ghost
2026-02-14,M00080,0,,Ghost
2026-02-14,M00081,1,2025-11-12,One-and-Done
2026-02-14,M00082,1,2026-02-14,New Member
2026-02-14,M00083,6,2026-01-24,In the Zone
2026-02-14,M00084,7,2026-02-02,In the Zone
2026-02-14,M00087,1,2026-01-17,New Member
2026-02-14,M00090,0,,Ghost
2026-02-14,M00091,2,2026-02-03,Approaching Threshold
2026-02-14,M00092,6,2026-02-04,In the Zone
2026-02-14,M00093,1,2025-10-21,One-and-Done
2026-02-14,M00094,0,,Ghost
2026-02-14,M00096,1,2025-06-28,One-and-Done
2026-02-14,M00098,4,2026-02-07,In the Zone
2026-02-14,M00099,4,2025-12-14,In the Zone
2026-02-14,M00100,0,,Ghost
2026-02-14,M00101,0,,Ghost
2026-02-14,M00103,0,,New Member
2026-02-14,M00104,0,,Ghost
2026-02-14,M00105,0,,Ghost
2026-02-14,M00109,0,,New Member
2026-02-14,M00112,0,,Ghost
2026-02-14,M00113,2,2025-11-01,Approaching Threshold
2026-02-14,M00114,0,,Ghost
2026-02-14,M00115,10,2026-02-02,In the Zone
2026-02-14,M00116,0,,Ghost
2026-02-14,M00117,0,,Ghost
2026-02-14,M00118,0,,Ghost
2026-02-14,M00119,0,,Ghost
2026-02-14,M00120,1,2025-12-22,One-and-Done
2026-02-14,M00121,0,,Ghost
2026-02-14,M00123,0,,Ghost
2026-02-14,M00124,0,,Ghost
2026-02-14,M00125,0,,Ghost
2026-02-14,M00126,2,2025-12-20,Approaching Threshold
2026-02-14,M00127,0,,Ghost
2026-02-14,M00128,0,,New Member
2026-02-14,M00129,0,,New Member
2026-02-14,M00130,1,2026-01-15,New Member
2026-02-14,M00131,2,2026-01-22,Approaching Threshold
2026-02-14,M00132,0,,Ghost
2026-02-14,M00133,0,,Ghost
2026-02-14,M00135,4,2026-02-13,In the Zone
2026-02-14,M00136,3,2025-12-03,Approaching Threshold
2026-02-14,M00137,0,,Ghost
2026-02-14,M00138,1,2025-11-12,One-and-Done
2026-02-14,M00139,2,2025-12-15,Approaching Threshold
2026-02-14,M00140,0,,Ghost
2026-02-14,M00141,0,,Ghost
2026-02-14,M00142,0,,Ghost
2026-02-14,M00143,0,,Ghost
2026-02-14,M00145,3,2026-01-21,Approaching Threshold
2026-02-14,M00146,0,,New Member
2026-02-14,M00147,0,,Ghost
2026-02-14,M00148,1,2026-01-29,New Member
2026-02-14,M00149,0,,Ghost
2026-02-14,M00150,0,,Ghost
2026-02-14,M00151,0,,Ghost
2026-02-14,M00152,0,,Ghost
2026-02-14,M00153,0,,Ghost
2026-02-14,M00154,2,2026-02-02,Approaching Threshold
2026-02-14,M00155,1,2025-12-19,One-and-Done
2026-02-14,M00156,0,,Ghost
2026-02-14,M00157,2,2026-01-10,Approaching Threshold
2026-02-14,M00158,2,2026-01-26,Approaching Threshold
2026-02-14,M00159,0,,Ghost
2026-02-14,M00160,0,,Ghost
2026-02-14,M00162,4,2026-01-30,In the Zone
2026-02-14,M00163,0,,Ghost
2026-02-14,M00164,0,,Ghost
2026-02-14,M00166,9,2026-02-04,In the Zone
2026-02-14,M00167,0,,Ghost
2026-02-14,M00168,0,,Ghost
2026-02-14,M00169,0,,Ghost
2026-02-14,M00170,2,2026-02-13,Approaching Threshold
2026-02-14,M00171,3,2026-01-18,Approaching Threshold
2026-02-14,M00172,7,2026-02-10,In the Zone
2026-02-14,M00173,1,2026-01-14,New Member
2026-02-14,M00175,2,2025-10-13,Approaching Threshold
2026-02-14,M00176,0,,Ghost
2026-02-14,M00177,0,,Ghost
2026-02-14,M00179,10,2026-02-11,In the Zone
2026-02-14,M00180,0,,Ghost
2026-02-14,M00181,2,2025-12-21,Approaching Threshold
2026-02-14,M00182,7,2025-12-27,In the Zone
2026-02-14,M00184,3,2025-10-09,Approaching Threshold
2026-02-14,M00185,4,2026-01-29,In the Zone
2026-02-14,M00186,2,2026-01-17,Approaching Threshold
2026-02-14,M00187,4,2026-01-12,In the Zone
2026-02-14,M00188,2,2025-11-26,Approaching Threshold
2026-02-14,M00191,0,,Ghost
2026-02-14,M00192,1,2025-11-05,One-and-Done
2026-02-14,M00193,4,2026-02-09,In the Zone
2026-02-14,M00194,1,2025-05-19,One-and-Done
2026-02-14,M00195,5,2025-11-12,In the Zone
2026-02-14,M00196,0,,Ghost
2026-02-14,M00197,1,2026-01-10,New Member
2026-02-14,M00198,5,2026-02-06,In the Zone
2026-02-14,M00199,1,2025-11-07,One-and-Done
2026-02-14,M00200,0,,Ghost
2026-02-14,M00202,0,,New Member
2026-02-14,M00203,5,2026-01-18,In the Zone
2026-02-14,M00204,0,,Ghost
2026-02-14,M00205,0,,Ghost
2026-02-14,M00206,0,,New Member
2026-02-14,M00207,2,2025-12-22,Approaching Threshold
2026-02-14,M00208,0,,Ghost
2026-02-14,M00209,0,,Ghost
2026-02-14,M00211,4,2026-01-01,In the Zone
2026-02-14,M00212,1,2025-12-14,One-and-Done
2026-02-14,M00213,3,2026-01-29,Approaching Threshold
2026-02-14,M00214,5,2026-01-13,In the Zone
2026-02-14,M00215,2,2026-01-15,Approaching Threshold
2026-02-14,M00216,0,,Ghost
2026-02-14,M00217,0,,Ghost
2026-02-14,M00219,4,2025-12-13,In the Zone
2026-02-14,M00220,0,,Ghost
2026-02-14,M00221,7,2026-02-07,In the Zone
2026-02-14,M00222,0,,Ghost
2026-02-14,M00223,1,2025-08-26,One-and-Done
2026-02-14,M00224,0,,Ghost
2026-02-14,M00226,7,2026-01-05,In the Zone
2026-02-14,M00228,1,2026-01-04,New Member
2026-02-14,M00229,0,,Ghost
2026-02-14,M00230,1,2026-02-09,New Member
